# Program:featureCounts v2.0.7; Command:"featureCounts" "-a" "gtf_test.gtf" "-o" "SRR23584814_small_counts.txt" "SRR23584814_small_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR23584814_small_Aligned.sortedByCoord.out.bam
ENSG00000116731.18	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	14026693;14026735;14031350;14031350;14042036;14042036;14042036;14042036;14057495;14057495;14057495;14057495;14057513;14059274;14059274;14059274;14059274;14065245;14065280;14068500;14068500;14068500;14068500;14068500;14068500;14068500;14075856;14075856;14075856;14075856;14075856;14075856;14075856;14075898;14075910;14075919;14075930;14075931;14075931;14095534;14095613;14095613;14095613;14095613;14098221;14099573;14099573;14099573;14099573;14099573;14099573;14099573;14099573;14099573;14099573;14099573;14099573;14104913;14104913;14104913;14104913;14104913;14104913;14113010;14113010;14113010;14113010;14142922;14142922;14142922;14142922;14149654;14149654;14149654;14149654	14026795;14026795;14032140;14032140;14042109;14042109;14042109;14042109;14057612;14057612;14057612;14057612;14057612;14059377;14059377;14059377;14059350;14065435;14065435;14068652;14068652;14068652;14068652;14068652;14068652;14068652;14075982;14075982;14075982;14075982;14075982;14075982;14075958;14075982;14075982;14075982;14075982;14075982;14075982;14095668;14095668;14095668;14095668;14095668;14098709;14099683;14099683;14099683;14100166;14099683;14099683;14099621;14099683;14099683;14099683;14099683;14099683;14105127;14104958;14109326;14109326;14109326;14109326;14114152;14114574;14113562;14114554;14143065;14143065;14143065;14143065;14149914;14149994;14151574;14151560	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10923	0
ENSG00000252151.1	chr1	14450728	14450830	-	103	0
ENSG00000231606.1	chr1;chr1	14548386;14549549	14548602;14549613	-;-	282	0
ENSG00000234593.1	chr1;chr1	14675450;14677364	14675873;14677518	-;-	579	0
ENSG00000189337.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	14925200;14925200;14925213;14925213;14925479;15250626;15256296;15256296;15272415;15287180;15287180;15287180;15287180;15287180;15287180;15287180;15287180;15361245;15361245;15361245;15361245;15361245;15361245;15361245;15361245;15370485;15370485;15370485;15370485;15370485;15370485;15370485;15370485;15382587;15382587;15382587;15382587;15382587;15382587;15382587;15382587;15386668;15386668;15386668;15386668;15386668;15386668;15386668;15390068;15390068;15390068;15390068;15390068;15390068;15392126;15392126;15392126;15392126;15392126;15392126;15392126;15420676;15421311;15428039;15429855;15430519;15438923;15440967	14925719;14925719;14925406;14925719;14925719;15251068;15256540;15256540;15272669;15287371;15287371;15287371;15287371;15287371;15287371;15287371;15287371;15361381;15361381;15361381;15361381;15361381;15361381;15361381;15361381;15370655;15370655;15370655;15370655;15370655;15370655;15370655;15370655;15382776;15382776;15382776;15382641;15382776;15382776;15382776;15382776;15386798;15386798;15386798;15386798;15386798;15386798;15390118;15390118;15390118;15390118;15390118;15390118;15390118;15392293;15394651;15394648;15394651;15392293;15392249;15393056;15420881;15421429;15428270;15429956;15430685;15439037;15444539	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12644	0
ENSG00000235829.1	chr1;chr1	15018625;15019063	15018903;15019109	-;-	326	0
ENSG00000175147.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15442448;15442449;15444823;15444823;15447073;15447468;15447468;15450724;15450724;15478787;15478787	15444303;15444303;15445400;15445400;15447193;15447555;15447555;15450869;15450869;15478960;15478898	-;-;-;-;-;-;-;-;-;-;-	2963	0
ENSG00000171729.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15479028;15479062;15479073;15480229;15480264;15480285;15536986;15536986;15536986;15541391;15541391;15541391;15541391;15541391;15541391;15545822;15545822;15545822;15545822;15545822;15545826	15479280;15479280;15479280;15480450;15480450;15480450;15537058;15537058;15537058;15541927;15541927;15541927;15541927;15541927;15541927;15546976;15545842;15546904;15546835;15546973;15546889	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2240	0
ENSG00000204464.3	chr1;chr1;chr1;chr1	15490840;15494970;15497677;15497677	15490957;15495273;15497774;15497813	-;-;-;-	559	0
ENSG00000215720.4	chr1;chr1	15518324;15519246	15518937;15519341	-;-	710	0
ENSG00000142621.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15573768;15573768;15573768;15573776;15578267;15578267;15578267;15578267;15578281;15598819;15598819;15598819;15598819;15613541;15615895;15615895;15615895;15615895;15615895;15615895;15623180;15623180;15623180;15623180;15623180;15627701;15627701;15627701;15627701;15632257;15632258;15632265;15632276;15632283;15635109;15635109;15635109;15635109;15635109;15635109;15635109;15635109;15638601;15639553;15639553;15639553;15639553;15639553;15639553;15639553;15639553;15639553;15640938;15641543;15642874;15642874;15642874;15642874;15642874;15642874;15642874;15642874;15644320;15644320;15644320;15644320;15644320;15644320;15644320;15650948;15650948;15650948;15650948;15650948;15650965;15653313;15653555;15653555;15653555;15653555;15653555;15653555;15653555;15653555;15653555;15653616;15654773;15654773;15654773;15654773;15654773;15654773;15654773;15654773;15654773;15654773;15654773;15654773;15655842;15655842;15655842;15655842;15655842;15655842;15655842;15655842;15655842;15655842;15665977;15668232;15668232;15668232;15668232;15668232;15668257;15671579;15671579;15671579;15671579;15671579;15671579;15671594;15671594;15671912;15671912;15671912;15671912;15671912;15671912;15671912;15671912;15671927;15671956;15675538;15675538;15675538;15675538;15679373;15679373;15679373;15679373;15679373;15679373;15679373;15679373;15679373;15679373;15684287;15684606;15684606;15684606;15684606;15684606;15684606;15684606;15684606;15684606;15684606;15686974;15686974;15686974;15686974;15686974;15686974;15686974;15686974;15686974;15686974;15686974;15689138;15689138;15689138;15689138;15689138;15689138;15689138;15689138;15689138;15689138;15689193;15690237;15692323;15692323;15692323;15692323;15692323;15692323;15692323;15692323;15692323;15692323;15693959;15693959;15693959;15693959;15693959;15693959;15693959;15693959;15693959;15693959;15695866;15695866;15695866;15695866;15695866;15695866;15695866;15695866;15695866;15695866;15700998;15700998;15700998;15700998;15700998;15700998;15700998;15700998;15700998;15701001;15702099;15702099;15702099;15702099;15702099;15702099;15702099;15702099;15702099;15702099;15702196;15707197;15707197;15707197;15707197;15707197;15707197;15707197;15707197;15707197;15707197;15707197;15707727;15707727;15707727;15707727;15707727;15707727;15707727;15707727;15707727;15707727;15707727;15707776;15708524;15708524;15708524;15708524;15708524;15708524;15708524;15708524;15708524;15708524;15708524;15708524;15709652;15709652;15709655;15709873;15710303;15710303;15710303;15714547;15714547;15714547;15714547;15714842;15714842;15714842;15717643;15717706;15717706;15717706;15717706;15717706;15719596;15723793;15723793;15723793;15723793;15723793;15723793;15723793;15723793;15723793;15723793;15723793;15723793;15726450;15726593	15573891;15573891;15573891;15573891;15578373;15578373;15578373;15578373;15578373;15599025;15599025;15599025;15599025;15613653;15616137;15616162;15616162;15616162;15616162;15616162;15623258;15623289;15623289;15623289;15623289;15627937;15627937;15627937;15627937;15632315;15632315;15632315;15632315;15632315;15635232;15635232;15635232;15635232;15635232;15635232;15635232;15635232;15638683;15639683;15639683;15639683;15639683;15639683;15639683;15639683;15639683;15639683;15641094;15641735;15642963;15642963;15642963;15642963;15642963;15642963;15642963;15642963;15644424;15644424;15644424;15644424;15644424;15644424;15644424;15651055;15651055;15651055;15651055;15651055;15653638;15653638;15653638;15653638;15653638;15653638;15653638;15653638;15653638;15653638;15653638;15653638;15654925;15654925;15656504;15654925;15654925;15654925;15654925;15654925;15654925;15654925;15654925;15654925;15656037;15656114;15656230;15656094;15656555;15656555;15656037;15656037;15656037;15656037;15666047;15668389;15668389;15668389;15668389;15668389;15668384;15671686;15671686;15671686;15671686;15671686;15671686;15671686;15671686;15672019;15672019;15672019;15672019;15672019;15672019;15672019;15672019;15672019;15672102;15675645;15675645;15675645;15675645;15679480;15679480;15679480;15679480;15679480;15679480;15679480;15679480;15679480;15679480;15684779;15684779;15684779;15684779;15684779;15684779;15684779;15684779;15684779;15684779;15684779;15687199;15687119;15687199;15687199;15687199;15687199;15687199;15687199;15687199;15687199;15687199;15689222;15689222;15689222;15689222;15689222;15689222;15689222;15689222;15689222;15689222;15689222;15690813;15692429;15692429;15692429;15692429;15692429;15692429;15692429;15692429;15692429;15692429;15694118;15694118;15694118;15694118;15694118;15694118;15694118;15694118;15694118;15694118;15695998;15695998;15695998;15695998;15695998;15695998;15695998;15695998;15695998;15695998;15701127;15701127;15701127;15701127;15701127;15701127;15701127;15701127;15701127;15701127;15702226;15702226;15702226;15702226;15702226;15702226;15702226;15702226;15702226;15702226;15702226;15707292;15707292;15707292;15707292;15707292;15707292;15707292;15707292;15707292;15707292;15707292;15707947;15707947;15707947;15707947;15707947;15707947;15707947;15707947;15707947;15707947;15707947;15707947;15708689;15708689;15708689;15708689;15708689;15708689;15708689;15708689;15708689;15708689;15708689;15708689;15711054;15709898;15709776;15709898;15710357;15710426;15710426;15714627;15714627;15714627;15714627;15714918;15714918;15714876;15717759;15717759;15717759;15717759;15717759;15717759;15719713;15724025;15723945;15724025;15723945;15724623;15724622;15724237;15724237;15724012;15724025;15724622;15724622;15726779;15726779	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12805	0
ENSG00000233485.1	chr1;chr1	15653176;15670272	15656179;15670372	-;-	3105	0
ENSG00000236045.1	chr1;chr1	15660662;15661768	15661195;15661960	-;-	727	0
ENSG00000228140.1	chr1;chr1;chr1	15729475;15735566;15735783	15734403;15735667;15735929	-;-;-	5178	0
ENSG00000142634.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15736391;15736761;15752367;15752367;15753646;15753646;15754394;15755089;15755089	15736775;15736775;15752514;15752514;15753780;15753780;15754505;15755577;15756839	+;+;+;+;+;+;+;+;+	2531	0
ENSG00000162438.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15764935;15764938;15764949;15766796;15766846;15766989;15766989;15768943;15768943;15768943;15768943;15769914;15769914;15769914;15769914;15771101;15772092;15772092;15772092;15773070;15773070;15773070	15765000;15765000;15765000;15766887;15766887;15767086;15767086;15769068;15769068;15769068;15769068;15770035;15770050;15770050;15770050;15771246;15772244;15772244;15772244;15773149;15775737;15773149	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3486	0
ENSG00000142615.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15783223;15783224;15783242;15783581;15783581;15783581;15788056;15788056;15789228;15789228;15789881;15792494;15793881;15798485	15783288;15783288;15783288;15783669;15784118;15783669;15788153;15788153;15789356;15789506;15790017;15792639;15794033;15798586	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1519	0
ENSG00000215704.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15792404;15793881;15802596;15802952;15802952;15802960;15807593;15807593;15807593;15808140;15808760;15808760;15808760;15809759;15809759;15812356;15812396;15813780;15813780;15817790;15817790	15792639;15794033;15802660;15803040;15803040;15803040;15807690;15807690;15807690;15808244;15808852;15808888;15808888;15809895;15809863;15812541;15812541;15813932;15813932;15817895;15817890	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1457	0
ENSG00000132906.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15817327;15818765;15818765;15818861;15819293;15819350;15819438;15820387;15820387;15820387;15820387;15820387;15820387;15821768;15821768;15821768;15821768;15821768;15821768;15821768;15831106;15831106;15831106;15831106;15831106;15831106;15831106;15831120;15832485;15832485;15832485;15832485;15832485;15832485;15832485;15833394;15833394;15833394;15833394;15833394;15833394;15833394;15833394;15834267;15834368;15834368;15834368;15834368;15834368;15834368;15834368;15844605;15844605;15844605;15844605;15844605;15844605;15844605;15844605;15844631;15844745;15846376;15850564;15850564;15850564;15850564;15850564;15850564;15850564;15851078;15851347;15852686	15820496;15819530;15819530;15819530;15819530;15819530;15819530;15820496;15820496;15820496;15820496;15820496;15820496;15821947;15821947;15821947;15821947;15821947;15821947;15821947;15831253;15831253;15831253;15831253;15831253;15831253;15831253;15831253;15832574;15832574;15832574;15832574;15832574;15832574;15832574;15833570;15833570;15833570;15833570;15833547;15833628;15833570;15833570;15834402;15834402;15834402;15834402;15834402;15834402;15834402;15834402;15844890;15844890;15844890;15844890;15844890;15844890;15844890;15844890;15844890;15844890;15846496;15850710;15850712;15850695;15850842;15850687;15850790;15850940;15851221;15851384;15853029	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5269	0
ENSG00000116138.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15853308;15853308;15853308;15853308;15855583;15855583;15855583;15855583;15860732;15860732;15860732;15860732;15862970;15862970;15862970;15862970;15870894;15870894;15870894;15870894;15873262;15873262;15873262;15873262;15874765;15874765;15874765;15874765;15886021;15886021;15886021;15886021;15886103;15886626;15888637;15888637;15888637;15888637;15888637;15890424;15890424;15890424;15890424;15890424;15890581;15890778;15890778;15890778;15890778;15890778;15890778;15891677;15892313;15892414;15892414;15892414;15892414;15892414;15892414;15892577;15892577;15892577;15892577;15892577;15892577;15892577;15893541;15893594;15893594;15893594;15893594;15893594;15894273;15894273;15894273;15894273;15894654;15895272;15896148;15901255;15901255;15901830;15918754	15853453;15853453;15853453;15853453;15855767;15855767;15855767;15855767;15860798;15860798;15860798;15860798;15863309;15863309;15863309;15863309;15871078;15871078;15871078;15871078;15873366;15873366;15873366;15873366;15874923;15874923;15874923;15874923;15886151;15886151;15886151;15886151;15886151;15886824;15888820;15888820;15888820;15888820;15888820;15890606;15890606;15890606;15890606;15890606;15890606;15890854;15890854;15890854;15890854;15890854;15890854;15891948;15892494;15892494;15892494;15892494;15892494;15892494;15892494;15892794;15892904;15892905;15892675;15892905;15892675;15893090;15893764;15893636;15893764;15893764;15893764;15893764;15894556;15894730;15898228;15898228;15894730;15895466;15896776;15901644;15902587;15901967;15918874	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8563	0
ENSG00000251866.1	chr1	15868660	15868799	+	140	0
ENSG00000272510.1	chr1	15892106	15892451	-	346	0
ENSG00000116771.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1	15898848;15901252;15904180;15905354;15906589;15909688;15911191	15900219;15901336;15904359;15905549;15906637;15909890;15911605	-;-;-;-;-;-;-	2500	0
ENSG00000237301.1	chr1;chr1	15912631;15929584	15914937;15930121	-;-	2845	0
ENSG00000235084.2	chr1;chr1	15931077;15931092	15931538;15931538	+;+	462	0
ENSG00000252417.1	chr1	15934573	15934640	-	68	0
ENSG00000236500.1	chr1	15941138	15941362	-	225	0
ENSG00000197312.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15943995;15944038;15944110;15953164;15953164;15953164;15956820;15956820;15956897;15956920;15959934;15959934;15959934;15959934;15960293;15964802;15970017;15970017;15970017;15976215;15976215;15976215;15978201;15978201;15978331;15982916;15983112;15983112;15986332;15986332	15944303;15944303;15944303;15953561;15953293;15953293;15957056;15957056;15957056;15957056;15960060;15960060;15960801;15960060;15960374;15964929;15970145;15970145;15970145;15976318;15976318;15976318;15978390;15978390;15978390;15983480;15983174;15983174;15987552;15995539	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12136	0
ENSG00000215695.1	chr1	15986364	15988217	+	1854	0
ENSG00000271742.1	chr1	16009368	16009623	-	256	0
ENSG00000116786.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16010827;16010885;16011036;16042732;16042732;16042732;16043202;16043202;16044388;16044388;16044388;16045033;16045033;16045033;16046229;16046229;16046229;16047824;16051812;16051812;16053509;16053509;16054574;16054574;16054762;16054762;16055164;16055164;16055597;16055597;16056292;16056292;16056340;16057027;16057027;16057027;16057687;16057687;16057687;16058384;16058384;16058445;16058845;16058845;16058845;16059107;16059107;16059107;16060292;16060292;16060292	16011113;16011113;16011113;16042838;16042838;16042838;16043311;16043311;16044487;16044487;16044487;16045120;16045120;16045120;16046364;16046415;16046415;16047883;16052040;16052040;16054327;16054327;16054643;16054643;16054852;16054852;16055228;16055228;16055685;16055685;16056424;16056424;16056424;16057217;16057217;16057217;16057752;16057752;16057752;16058543;16058543;16058543;16059024;16059024;16059024;16059223;16059223;16059223;16060610;16061264;16061264	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4122	0
